,1_female,1_male,5_female,5_male,15_female,15_male
RoBERTa_es,0.007692307692307693,0.010256410256410256,0.03076923076923077,0.03076923076923077,0.042222222222222223,0.03230769230769231
GPT2_es,0.035897435897435895,0.017948717948717947,0.02923076923076923,0.021538461538461538,0.032136752136752135,0.023247863247863248
