,1_female,1_male,5_female,5_male,15_female,15_male
BERT_pt,0.044226044226044224,0.011904761904761904,0.06928746928746929,0.023333333333333334,0.05110565110565111,0.030634920634920636
GPT2_pt,0.029484029484029485,0.011904761904761904,0.023095823095823097,0.006666666666666667,0.025552825552825554,0.008888888888888889
