,1_female,1_male,5_female,5_male,15_female,15_male
BERT_it,0.04938271604938271,0.03950617283950617,0.058271604938271604,0.027160493827160494,0.04691358024691358,0.02633744855967078
GePpeTto,0.027160493827160494,0.022222222222222223,0.04049382716049383,0.02271604938271605,0.03637860082304527,0.023868312757201648
