,1_female,1_male,5_female,5_male,15_female,15_male
BERT_Ro,0.03579952267303103,0.030952380952380953,0.03198090692124105,0.037142857142857144,0.024821002386634844,0.051904761904761905
GPT2_Ro,0.00477326968973747,0.02619047619047619,0.010501193317422435,0.018571428571428572,0.0076372315035799524,0.019682539682539683
